"Gen_sp","Habitat","Plot","Flower_density","Flower_species","Start_time","Finish_time","Date","Site","Round","Highest_temp","Lowest_temperature"
"Bombus_terrestris","Forest",6,"11-20%","Trifolium_repens","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Maintained_drain",7,"1-5%","Trifolium_pratense","13:45","14:05","22/07/2014","Ingvasta",1,28,12
"Bombus_barbutellus","Maintained_drain",7,"1-5%","Trifolium_pratense","13:45","14:05","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Maintained_drain",7,"1-5%","Trifolium_pratense","13:45","14:05","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Trifolium_pratense","14:15","14:30","22/07/2014","Ingvasta",1,28,12
"Bombus_lapidarius","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_lapidarius","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_drain",1,"41-60%","Centaurea_jacea","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Maintained_drain",1,"41-60%","Trifolium_hybridum_spp_hybridum","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Maintained_drain",1,"41-60%","Trifolium_hybridum_spp_hybridum","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_subterraneus","Maintained_drain",1,"41-60%","Trifolium_hybridum_spp_hybridum","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_subterraneus","Maintained_drain",1,"41-60%","Trifolium_hybridum_spp_hybridum","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Maintained_drain",1,"41-60%","Trifolium_hybridum_spp_hybridum","09:15","09:45","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Non_flowering_crop_edge",2,"6-10%","Trifolium_pratense","10:05","10:25","23/07/2014","Golvsta",1,30,11
"Bombus_terrestris","Non_flowering_crop_edge",2,"6-10%","Trifolium_repens","10:05","10:25","23/07/2014","Golvsta",1,30,11
"Bombus_pascuorum","Non_flowering_crop_edge",2,"6-10%","Trifolium_pratense","10:05","10:25","23/07/2014","Golvsta",1,30,11
"Bombus_hypnorum","Semi_natural_grasslands",3,"61%_plus","Satureja_vulgaris","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Semi_natural_grasslands",3,"61%_plus","Satureja_vulgaris","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Semi_natural_grasslands",3,"61%_plus","Satureja_vulgaris","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_subterraneus","Semi_natural_grasslands",3,"61%_plus","Satureja_vulgaris","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_hortorum","Semi_natural_grasslands",3,"61%_plus","Lathyrus_pratensis","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_terrestris","Semi_natural_grasslands",3,"61%_plus","Trifolium_pratense","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_terrestris","Semi_natural_grasslands",3,"61%_plus","Trifolium_pratense","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_terrestris","Semi_natural_grasslands",3,"61%_plus","Trifolium_pratense","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_subterraneus","Semi_natural_grasslands",3,"61%_plus","Trifolium_pratense","10:45","11:10","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Maintained_roadside",4,"21-40%","Trifolium_repens","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_hypnorum","Maintained_roadside",4,"21-40%","Trifolium_repens","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_pascuorum","Maintained_roadside",4,"21-40%","Trifolium_pratense","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_pascuorum","Maintained_roadside",4,"21-40%","Trifolium_pratense","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Maintained_roadside",4,"21-40%","Trifolium_pratense","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_pascuorum","Maintained_roadside",4,"21-40%","Satureja_vulgaris","11:40","12:00","23/07/2014","Golvsta",1,30,11
"Bombus_rupestris","Non_flowering_crop_edge",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:20","12:35","23/07/2014","Golvsta",1,30,11
"Bombus_sylvestris","Maintained_drain",6,"1-5%","Satureja_vulgaris","13:20","13:40","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Non_flowering_crop_edge",7,"1-5%","Cirsium_arvense","14:05","14:20","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_soroeensis","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_pascuorum","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Maintained_roadside",8,"11-20%","Satureja_vulgaris","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_quadricolor","Maintained_roadside",8,"11-20%","Cirsium_arvense","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_spp","Maintained_roadside",8,"11-20%","Flying","14:30","15:00","23/07/2014","Golvsta",1,30,11
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_spp","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_rupestris","Maintained_drain",1,"6-10%","Crepis_tectorum_spp._Tectorum","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Trifolium_pratense","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Trifolium_pratense","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Trifolium_pratense","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Trifolium_pratense","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_spp","Maintained_drain",1,"6-10%","Trifolium_pratense","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Centaurea_jacea","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Centaurea_jacea","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_rupestris","Maintained_drain",1,"6-10%","Centaurea_jacea","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_rupestris","Maintained_drain",1,"6-10%","Centaurea_jacea","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Maintained_drain",1,"6-10%","Centaurea_jacea","09:45","10:10","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Semi_natural_grasslands",2,"6-10%","Trifolium_pratense","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Semi_natural_grasslands",2,"6-10%","Trifolium_pratense","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Semi_natural_grasslands",2,"6-10%","Trifolium_pratense","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Semi_natural_grasslands",2,"6-10%","Melampyrum_pratense","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Semi_natural_grasslands",2,"6-10%","Trifolium_hybridum_spp_hybridum","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Semi_natural_grasslands",2,"6-10%","Trifolium_hybridum_spp_hybridum","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_sylvarum","Semi_natural_grasslands",2,"6-10%","Trifolium_hybridum_spp_hybridum","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_sylvarum","Semi_natural_grasslands",2,"6-10%","Trifolium_hybridum_spp_hybridum","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_rupestris","Semi_natural_grasslands",2,"6-10%","Satureja_vulgaris","10:30","10:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_quadricolor","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_quadricolor","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_quadricolor","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_quadricolor","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_quadricolor","Corridor",3,"1-5%","Carduus_crispus","11:10","11:30","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_spp","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_sylvarum","Corridor",4,"1-5%","Carduus_crispus","11:40","12:00","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",5,"Trace","Carduus_crispus","12:30","12:50","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",5,"Trace","Carduus_crispus","12:30","12:50","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",5,"Trace","Lathyrus_pratensis","12:30","12:50","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",5,"Trace","Lathyrus_pratensis","12:30","12:50","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Corridor",5,"Trace","Lathyrus_pratensis","12:30","12:50","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest",6,"1-5%","Centaurea_jacea","13:05","13:25","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest",6,"1-5%","Trifolium_hybridum_spp_hybridum","13:05","13:25","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest",6,"1-5%","Trifolium_hybridum_spp_hybridum","13:05","13:25","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest",6,"1-5%","Trifolium_hybridum_spp_hybridum","13:05","13:25","27/07/2014","Lanarr",1,27,17
"Bombus_hortorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_hortorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_hortorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_hortorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_hortorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_lapidarius","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_ruderarius","Forest_grassland_boundary",7,"6-10%","Trifolium_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
"Bombus_pascuorum","Forest_grassland_boundary",7,"6-10%","Melampyrum_pratense","13:25","13:55","27/07/2014","Lanarr",1,27,17
NA,"Non_flowering_crop_edge",8,"1-5%",NA,"14:20","14:35","27/07/2014","Lanarr",1,27,17
"Bombus_soroeensis","Corridor",1,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",1,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",1,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_sylvarum","Corridor",1,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",1,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_rupestris","Corridor",1,"6-10%","Centaurea_jacea","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_barbutellus","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_norvegicus","Corridor",5,"1-5%","Centaurea_jacea","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Corridor",5,"1-5%","Carduus_crispus","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_soroeensis","Corridor",5,"1-5%","Cirsium_arvense","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_pratorum","Corridor",5,"1-5%","Cirsium_arvense","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_bohemicus","Corridor",5,"1-5%","Cirsium_arvense","10:25","10:50","29/07/2014","Stavby",2,30,17
"Bombus_soroeensis","Forest_grassland_boundary",6,"1-5%","Malva_spps","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_soroeensis","Forest_grassland_boundary",6,"1-5%","Malva_spps","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_quadricolor","Forest_grassland_boundary",6,"1-5%","Malva_spps","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_quadricolor","Forest_grassland_boundary",6,"1-5%","Malva_spps","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_quadricolor","Forest_grassland_boundary",6,"1-5%","Malva_spps","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Forest_grassland_boundary",6,"1-5%","Trifolium_repens","11:10","11:35","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Corridor",7,"1-5%","Centaurea_jacea","11:45","12:00","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Corridor",7,"1-5%","Centaurea_jacea","11:45","12:00","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",2,"1-5%","Centaurea_jacea","12:25","12:45","29/07/2014","Stavby",2,30,17
"Bombus_rupestris","Non_flowering_crop_edge",2,"1-5%","Centaurea_jacea","12:25","12:45","29/07/2014","Stavby",2,30,17
"Bombus_terrestris","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Non_flowering_crop_edge",3,"1-5%","Trifolium_pratense","12:50","13:05","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Semi_natural_grasslands",7,"1-5%","Centaurea_jacea","13:15","13:30","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Semi_natural_grasslands",7,"1-5%","Centaurea_jacea","13:15","13:30","29/07/2014","Stavby",2,30,17
"Bombus_soroeensis","Semi_natural_grasslands",7,"1-5%","Centaurea_jacea","13:15","13:30","29/07/2014","Stavby",2,30,17
"Bombus_spp","Maintained_roadside",8,"1-5%","Centaurea_jacea","13:40","14:00","29/07/2014","Stavby",2,30,17
"Bombus_sylvarum","Maintained_roadside",8,"1-5%","Centaurea_jacea","13:40","14:00","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Forest_grassland_boundary",1,"6-10%","Centaurea_jacea","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_ruderarius","Forest_grassland_boundary",1,"6-10%","Cirsium_arvense","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_ruderarius","Forest_grassland_boundary",1,"6-10%","Cirsium_arvense","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Forest_grassland_boundary",1,"6-10%","Cirsium_arvense","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Forest_grassland_boundary",1,"6-10%","Cirsium_arvense","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Forest_grassland_boundary",1,"6-10%","Cirsium_arvense","11:00","11:30","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Maintained_roadside",2,"11-20%","Centaurea_jacea","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Centaurea_jacea","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Centaurea_jacea","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_spp","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_spp","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_spp","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_bohemicus","Maintained_roadside",2,"11-20%","Cirsium_arvense","11:40","12:00","31/07/2014","Forsby",2,25,16
"Bombus_rupestris","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_barbutellus","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
