"Gen_sp","Habitat","Plot","Flower_density","Flower_species","Start_time","Finish_time","Date","Site","Round","Highest_temp","Lowest_temperature"
"Bombus_subterraneus","Semi_natural_grasslands",2,"Trace","Leontodon_autumnalis_var._Autumnalis","12:15","12:35","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Semi_natural_grasslands",2,"Trace","Leontodon_autumnalis_var._Autumnalis","12:15","12:35","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Semi_natural_grasslands",2,"Trace","Leontodon_autumnalis_var._Autumnalis","12:15","12:35","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Semi_natural_grasslands",2,"Trace","Lathyrus_pratensis","12:15","12:35","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Forest_grassland_boundary",3,"Trace","Leontodon_autumnalis_var._Autumnalis","12:50","13:15","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Forest_grassland_boundary",3,"Trace","Leontodon_autumnalis_var._Autumnalis","12:50","13:15","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Forest_grassland_boundary",3,"Trace","Flying","12:50","13:15","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_campestris","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_campestris","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_campestris","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_spp","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Corridor",4,"Trace","Centaurea_jacea","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Corridor",4,"Trace","Hypericum_maculatum_ssp._Maculatum","13:25","13:55","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Corridor",5,"Trace","Hypericum_maculatum_ssp._Maculatum","14:05","14:20","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Corridor",5,"Trace","Campanulaceae_rotundifolia_spp._Rotundifolia","14:05","14:20","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Corridor",5,"Trace","Centaurea_jacea","14:05","14:20","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Corridor",5,"Trace","Centaurea_jacea","14:05","14:20","14/08/2014","Gavsta",2,22,9
"Bombus_ruderarius","Maintained_roadside",6,"1-5%","Trifolium_hybridum_spp_hybridum","14:50","15:10","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Maintained_roadside",6,"1-5%","Trifolium_hybridum_spp_hybridum","14:50","15:10","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Maintained_roadside",6,"1-5%","Trifolium_hybridum_spp_hybridum","14:50","15:10","14/08/2014","Gavsta",2,22,9
"Bombus_sylvarum","Maintained_roadside",6,"1-5%","Lathyrus_pratensis","14:50","15:10","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Maintained_roadside",7,"1-5%","Trifolium_hybridum_spp_hybridum","15:15","15:25","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Maintained_roadside",7,"1-5%","Trifolium_hybridum_spp_hybridum","15:15","15:25","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Maintained_roadside",7,"1-5%","Lathyrus_pratensis","15:15","15:25","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Maintained_roadside",7,"1-5%","Centaurea_jacea","15:15","15:25","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Non_flowering_crop_edge",9,"Trace","Lamium_maculatum","15:45","16:00","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Non_flowering_crop_edge",9,"Trace","Lamium_maculatum","15:45","16:00","14/08/2014","Gavsta",2,22,9
"Bombus_pascuorum","Non_flowering_crop_edge",1,"1-5%","Trifolium_hybridum_spp_hybridum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Non_flowering_crop_edge",1,"1-5%","Lamium_maculatum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Non_flowering_crop_edge",1,"1-5%","Lamium_maculatum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Non_flowering_crop_edge",1,"1-5%","Arctium_tomentosum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Non_flowering_crop_edge",1,"1-5%","Arctium_tomentosum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_sylvarum","Non_flowering_crop_edge",1,"1-5%","Arctium_tomentosum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_sylvarum","Non_flowering_crop_edge",1,"1-5%","Arctium_tomentosum","10:45","11:05","15/08/2014","Angeby",2,22,10
"Bombus_ruderarius","Non_flowering_crop_edge",1,"1-5%","Arctium_tomentosum","10:45","11:05","15/08/2014","Angeby",2,22,10
NA,"Non_flowering_crop_edge",3,"Trace",NA,"11:10","11:25","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",4,"Trace","Centaurea_jacea","11:30","11:45","15/08/2014","Angeby",2,22,10
"Bombus_sylvarum","Semi_natural_grasslands",2,"Trace","Centaurea_jacea","11:50","12:05","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Maintained_roadside",5,"1-5%","Centaurea_jacea","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Maintained_roadside",5,"1-5%","Centaurea_jacea","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Maintained_roadside",5,"1-5%","Campanulaceae_rotundifolia_spp._Rotundifolia","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Maintained_roadside",5,"1-5%","Campanulaceae_rotundifolia_spp._Rotundifolia","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Maintained_roadside",5,"1-5%","Lathyrus_pratensis","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Maintained_roadside",5,"1-5%","Lathyrus_pratensis","12:30","12:45","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Semi_natural_grasslands",6,"1-5%","Centaurea_jacea","12:55","13:15","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Semi_natural_grasslands",6,"1-5%","Centaurea_jacea","12:55","13:15","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Semi_natural_grasslands",6,"1-5%","Flying","12:55","13:15","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_subterraneus","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest_grassland_boundary",9,"1-5%","Lathyrus_pratensis","13:25","13:40","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",7,"1-5%","Lathyrus_pratensis","13:50","14:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",7,"1-5%","Lathyrus_pratensis","13:50","14:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",7,"1-5%","Flying","13:50","14:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",7,"1-5%","Trifolium_hybridum_spp_hybridum","13:50","14:05","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_ruderarius","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_ruderarius","Forest",8,"1-5%","Leontodon_autumnalis_var._Autumnalis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pratorum","Forest",8,"1-5%","Lathyrus_pratensis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Lathyrus_pratensis","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_pascuorum","Forest",8,"1-5%","Trifolium_hybridum_spp_hybridum","14:10","14:30","15/08/2014","Angeby",2,22,10
"Bombus_terrestris","Forest_grassland_boundary",8,"Trace","Flying","11:45","12:00","16/08/2014","Losodra",2,22,12
"Bombus_campestris","Forest_grassland_boundary",8,"Trace","Flying","11:45","12:00","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Maintained_drain",7,"1-5%","Carduus_crispus","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_rupestris","Maintained_drain",7,"1-5%","Carduus_crispus","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_quadricolor","Maintained_drain",7,"1-5%","Carduus_arvense","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_drain",7,"1-5%","Epilobium_adenocaulon","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_drain",7,"1-5%","Epilobium_adenocaulon","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_drain",7,"1-5%","Epilobium_adenocaulon","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_spp","Maintained_drain",7,"1-5%","Epilobium_adenocaulon","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Maintained_drain",7,"1-5%","Flying","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_drain",7,"1-5%","Flying","12:10","12:30","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Maintained_drain",6,"1-5%","Epilobium_adenocaulon","12:35","12:55","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Maintained_drain",6,"1-5%","Epilobium_adenocaulon","12:35","12:55","16/08/2014","Losodra",2,22,12
"Bombus_spp","Maintained_drain",6,"1-5%","Epilobium_adenocaulon","12:35","12:55","16/08/2014","Losodra",2,22,12
"Bombus_spp","Maintained_drain",6,"1-5%","Epilobium_adenocaulon","12:35","12:55","16/08/2014","Losodra",2,22,12
"Bombus_spp","Maintained_drain",6,"1-5%","Epilobium_adenocaulon","12:35","12:55","16/08/2014","Losodra",2,22,12
"Bombus_humilis","Corridor",5,"Trace","Carduus_crispus","13:25","13:45","16/08/2014","Losodra",2,22,12
"Bombus_humilis","Corridor",5,"Trace","Carduus_crispus","13:25","13:45","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",5,"Trace","Carduus_crispus","13:25","13:45","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",5,"Trace","Trifolium_hybridum_spp_hybridum","13:25","13:45","16/08/2014","Losodra",2,22,12
"Bombus_bohemicus","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_bohemicus","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_spp","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_humilis","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_bohemicus","Corridor",4,"Trace","Centaurea_jacea","13:50","14:00","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",3,"Trace","Carduus_arvense","14:20","14:40","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",3,"Trace","Carduus_arvense","14:20","14:40","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Corridor",3,"Trace","Carduus_arvense","14:20","14:40","16/08/2014","Losodra",2,22,12
"Bombus_spp","Corridor",3,"Trace","Carduus_arvense","14:20","14:40","16/08/2014","Losodra",2,22,12
"Bombus_sylvarum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_sylvarum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Maintained_roadside",2,"1-5%","Trifolium_hybridum_spp_hybridum","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pascuorum","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_sylvarum","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_sylvarum","Maintained_roadside",2,"1-5%","Trifolium_repens","14:45","15:05","16/08/2014","Losodra",2,22,12
"Bombus_pratorum","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_pratorum","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_pratorum","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_subterraneus","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Corridor",1,"Trace","Carduus_crispus","15:10","15:25","16/08/2014","Losodra",2,22,12
"Bombus_terrestris","Non_flowering_crop_edge",2,"1-5%","Sonchus_var_glabrescens","11:10","11:30","21/08/2014","Golvsta",2,18,12
"Bombus_pascuorum","Non_flowering_crop_edge",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:35","12:55","21/08/2014","Golvsta",2,18,12
"Bombus_lapidarius","Semi_natural_grasslands",3,"1-5%","Centaurea_jacea","13:40","14:00","21/08/2014","Golvsta",2,18,12
"Bombus_hortorum","Semi_natural_grasslands",3,"1-5%","Centaurea_jacea","13:40","14:00","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Maintained_drain",1,"1-5%","Lathyrus_pratensis","14:00","14:20","21/08/2014","Golvsta",2,18,12
"Bombus_sylvarum","Maintained_drain",1,"1-5%","Vicia_cracca","14:00","14:20","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Maintained_drain",6,"1-5%","Succisa_pratensis","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Maintained_drain",6,"1-5%","Succisa_pratensis","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_sylvestris","Maintained_drain",6,"1-5%","Succisa_pratensis","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Maintained_drain",6,"1-5%","Flying","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Maintained_drain",6,"1-5%","Flying","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_pascuorum","Maintained_drain",6,"1-5%","Centaurea_jacea","14:30","14:50","21/08/2014","Golvsta",2,18,12
"Bombus_subterraneus","Semi_natural_grasslands",1,"Trace","Vicia_cracca","10:30","10:50","22/08/2014","Ingvasta",2,19,12
"Bombus_subterraneus","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","10:30","10:50","22/08/2014","Ingvasta",2,19,12
"Bombus_subterraneus","Maintained_drain",2,"Trace","Lathyrus_pratensis","10:55","11:10","22/08/2014","Ingvasta",2,19,12
NA,"Forest_grassland_boundary",3,"1-5%",NA,"11:20","11:35","22/08/2014","Ingvasta",2,19,12
"Bombus_subterraneus","Semi_natural_grasslands",5,"1-5%","Centaurea_jacea","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pratorum","Semi_natural_grasslands",5,"1-5%","Centaurea_jacea","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pratorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pratorum","Semi_natural_grasslands",5,"1-5%","Trifolium_hybridum_spp_hybridum","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"1-5%","Flying","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_terrestris","Semi_natural_grasslands",5,"1-5%","Leontodon_autumnalis_var._Autumnalis","12:00","12:25","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Forest",6,"Trace","Trifolium_hybridum_spp_hybridum","13:00","13:15","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Maintained_drain",7,"Trace","Lathyrus_pratensis","13:25","13:40","22/08/2014","Ingvasta",2,19,12
"Bombus_pascuorum","Maintained_drain",7,"Trace","Lathyrus_pratensis","13:25","13:40","22/08/2014","Ingvasta",2,19,12
"Bombus_subterraneus","Maintained_drain",7,"Trace","Lathyrus_pratensis","13:25","13:40","22/08/2014","Ingvasta",2,19,12
"Bombus_spp","Forest_grassland_boundary",8,"1-5%","Calluna_vulgaris","13:45","14:05","22/08/2014","Ingvasta",2,19,12
"Bombus_terrestris","Maintained_drain",1,"1-5%","Taraxacum_spp","10:35","10:50","25/08/2014","Lanarr",2,19,8
"Bombus_sylvarum","Non_flowering_crop_edge",8,"Trace","Galeopsis_terrahit","11:05","11:20","25/08/2014","Lanarr",2,19,8
NA,"Semi_natural_grasslands",2,"Trace",NA,"11:40","11:55","25/08/2014","Lanarr",2,19,8
"Bombus_terrestris","Forest_grassland_boundary",7,"Trace","Trifolium_hybridum_spp_hybridum","12:05","12:25","25/08/2014","Lanarr",2,19,8
"Bombus_pascuorum","Forest_grassland_boundary",7,"Trace","Trifolium_hybridum_spp_hybridum","12:05","12:25","25/08/2014","Lanarr",2,19,8
NA,"Forest",6,"Trace",NA,"12:30","12:45","25/08/2014","Lanarr",2,19,8
"Bombus_terrestris","Corridor",5,"Trace","Calluna_vulgaris","13:10","13:25","25/08/2014","Lanarr",2,19,8
"Bombus_campestris","Corridor",5,"Trace","Calluna_vulgaris","13:10","13:25","25/08/2014","Lanarr",2,19,8
NA,"Corridor",4,"Trace",NA,"13:35","13:50","25/08/2014","Lanarr",2,19,8
"Bombus_terrestris","Corridor",3,"Trace","Flying","14:00","14:20","25/08/2014","Lanarr",2,19,8
NA,"Forest_grassland_boundary",3,"Trace",NA,"12:10","12:25","09/07/2014","Gavsta",1,28,15
NA,"Corridor",4,"6-10%","Carduus_crispus","09:20","09:45","29/07/2014","Stavby",2,30,17
"Bombus_pascuorum","Corridor",9,"Trace","Succisa_pratensis","13:30","13:55","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",9,"Trace","Succisa_pratensis","13:30","13:55","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",9,"Trace","Succisa_pratensis","13:30","13:55","09/08/2014","Fresta",2,26,15
NA,"Maintained_roadside",4,"Trace",NA,"13:15","13:30","21/08/2014","Golvsta",2,18,12
NA,"Forest_grassland_boundary",4,"1-5%",NA,"11:45","12:00","22/08/2014","Ingvasta",2,19,12
"Bombus_subterraneus","Maintained_drain",6,"1-5%","Centaurea_jacea","14:30","14:50","21/08/2014","Golvsta",2,18,12
NA,"Non_flowering_crop_edge",7,"Trace",NA,"14:55","15:10","21/08/2014","Golvsta",2,18,12
NA,"Maintained_roadside",8,"Trace",NA,"15:15","15:30","21/08/2014","Golvsta",2,18,12
